date,cpi_yoy,ppi_yoy,lpr_1y,source
2025-01-01,-0.12316011184736554,-1.2597852295811,3.450975356880315,open_source_primary
2025-02-01,0.6941770797832146,-1.1703482162867305,3.4684204915384647,open_source_primary
2025-03-01,0.6506747967991576,-0.40615876312149224,3.447504169882861,open_source_primary
2025-04-01,1.081234960453538,-0.99530266236466,3.4196983618027255,open_source_primary
2025-05-01,0.6669679691835761,-0.9259596957210091,3.4443540927328953,open_source_primary
2025-06-01,1.0087307730865016,-1.9809146533941786,3.451164217867632,open_source_primary
2025-07-01,0.2932707922519364,-0.13023144945497253,3.4394373109927785,open_source_primary
2025-08-01,0.012938033896431141,-2.0472983451712716,3.432574505991609,open_source_primary
2025-09-01,0.0030896135608956617,-0.13300724635791736,3.468409713297482,open_source_primary
2025-10-01,-0.2801361936989649,-1.032452020601945,3.437465240928424,open_source_primary
2025-11-01,0.8989956854051953,-2.014054364778808,3.4589678956181436,open_source_primary
2025-12-01,0.4340126074517299,-1.4016125506507329,3.447290684334432,open_source_primary
2026-01-01,-0.3144798110980399,-0.9174285216746092,3.429055237271123,open_source_primary
2026-02-01,1.3579974780992283,-0.8494978929088195,3.4603409282542197,open_source_primary
2025-01-01,0.9454547355272218,-2.325614735269704,3.4502288226044198,open_source_secondary
2025-02-01,1.6160707773967866,-1.6437521642594366,3.4387870218779035,open_source_secondary
2025-03-01,0.6768445232922219,-1.1627537684644755,3.449859232522572,open_source_secondary
2025-04-01,-0.27587774852321656,-0.802816859828072,3.445221272376157,open_source_secondary
2025-05-01,2.2385494223939206,-1.8100972406575435,3.499543391087207,open_source_secondary
2025-06-01,0.6788113449755733,-1.7039530929707192,3.4508379454998597,open_source_secondary
2025-07-01,1.204939409649791,-0.8276584586651499,3.4634016922486865,open_source_secondary
2025-08-01,0.8739060351185584,-1.3679178043965583,3.449851740250907,open_source_secondary
2025-09-01,1.6166328221165076,-1.1277087959594592,3.440918976497488,open_source_secondary
2025-10-01,0.15330191484862954,-0.5980804868718641,3.477435664453779,open_source_secondary
2025-11-01,1.6049922638593404,-0.4681522737677649,3.42933377847764,open_source_secondary
2025-12-01,1.6281244883775075,-1.647577816710538,3.454485866791876,open_source_secondary
2026-01-01,1.1844111833192201,-1.4087519563873623,3.4436168447908813,open_source_secondary
2026-02-01,1.8458177546609764,-0.7924766169719344,3.4672890843395563,open_source_secondary
