ts,symbol,open,high,low,close,volume,source,asset_class
2024-12-23,300750,43.923568600632706,44.6072627116028,43.33314838125436,43.97020554642858,5123358.365628755,open_source_primary,equity
2024-12-24,300750,44.41943150141013,44.58767356439605,44.04146156963467,44.31456756701536,5193092.150165184,open_source_primary,equity
2024-12-25,300750,43.94936893283495,44.30940300076946,43.413649425947945,43.8615262133587,3869244.6295318087,open_source_primary,equity
2024-12-26,300750,46.152165669668406,46.56579304776899,45.47712961355677,46.02146133066288,6030328.482042071,open_source_primary,equity
2024-12-27,300750,46.05229180047466,47.00497754542253,45.67716846727608,46.341073006349305,7245577.3996265875,open_source_primary,equity
2024-12-30,300750,47.1125134660814,47.46523032540339,45.92450508368655,46.69486770454497,8516001.693772567,open_source_primary,equity
2024-12-31,300750,47.97988388655288,48.72166408977018,47.5362324187444,48.12894825425729,9911169.131877106,open_source_primary,equity
2025-01-01,300750,47.952994087565244,48.78476009863129,47.35464654266648,48.069703320648884,9958293.149851672,open_source_primary,equity
2025-01-02,300750,48.129503078113125,48.53572938645876,47.4327698782265,47.98424963234263,8070459.966384311,open_source_primary,equity
2025-01-03,300750,48.82968347087897,49.32970420450668,48.62167238468109,48.97568829459389,7151332.749673662,open_source_primary,equity
2025-01-06,300750,52.2083824283977,52.952671929409476,51.46440704663364,52.20853948802156,7743133.655644843,open_source_primary,equity
2025-01-07,300750,52.18171347320602,52.57973079303391,52.04327856101117,52.31150467702254,5716488.571210907,open_source_primary,equity
2025-01-08,300750,52.116905137313815,52.38284969616946,51.853938592420036,52.11839414429475,3926810.5552802207,open_source_primary,equity
2025-01-09,300750,52.7514243469835,53.11196142946068,52.27872051496085,52.695340972210765,8557645.543525271,open_source_primary,equity
2025-01-10,300750,52.61193151808249,53.44179415448056,51.89899459862775,52.67039437655416,6895576.538197933,open_source_primary,equity
2025-01-13,300750,53.68447824792862,54.1719782291523,53.67734971691124,53.92466397303177,7241596.860272777,open_source_primary,equity
2025-01-14,300750,54.555258255735396,55.31166515456265,54.37493989569843,54.84330252513054,2375383.3725552997,open_source_primary,equity
2025-01-15,300750,54.89711007282984,55.475756381809695,53.76497512652009,54.620365754164894,4522569.804970516,open_source_primary,equity
2025-01-16,300750,56.52992787938374,57.15181972660617,56.15871014062039,56.65526493361328,9221111.25919149,open_source_primary,equity
2025-01-17,300750,55.93087063337375,56.27873490054276,55.32888649500707,55.803810697774914,4828641.186085494,open_source_primary,equity
2025-01-20,300750,56.41861664420856,57.76171665084336,55.4619816041836,56.61184912751348,6304584.8943533795,open_source_primary,equity
2025-01-21,300750,57.514357389253895,57.79870140641735,56.82656824901464,57.312634827715996,5654813.820140369,open_source_primary,equity
2025-01-22,300750,53.902332181704075,54.568468284534404,53.62563731883027,54.09705280168234,6837763.778015948,open_source_primary,equity
2025-01-23,300750,56.72372683654456,57.393243293791166,56.390201332967656,56.89172231337941,4463040.161798306,open_source_primary,equity
2025-01-24,300750,53.99419991875131,54.04390171606661,53.93876439112329,53.99133305359495,7609316.551029717,open_source_primary,equity
2025-01-27,300750,55.532720417608154,56.21109145101916,54.96608212958479,55.588586790301974,3612336.513498355,open_source_primary,equity
2025-01-28,300750,56.130468126524576,56.740454289946385,55.564524623373714,56.15248945666005,6069775.918527764,open_source_primary,equity
2025-01-29,300750,57.602842895640855,57.5599652528318,57.11675230774864,57.33835878029022,3552072.862048339,open_source_primary,equity
2025-01-30,300750,57.60896753816584,58.29335945830706,57.104874560938946,57.699117009623,5269845.974615072,open_source_primary,equity
2025-01-31,300750,58.86541133317767,58.973174328853815,58.4429102791958,58.70804230402481,3724890.9030830734,open_source_primary,equity
2025-02-03,300750,57.905533428582665,58.13791017390505,57.6545139391008,57.896212056502925,5823849.757812181,open_source_primary,equity
2025-02-04,300750,55.75425282819098,56.11554822990328,55.5486492726542,55.83209875127874,3626596.183393462,open_source_primary,equity
2025-02-05,300750,56.84501419384979,56.97152741443186,56.0504089264998,56.51096817046583,8704486.045984855,open_source_primary,equity
2025-02-06,300750,56.3653371417856,56.132596201136565,55.81719456851265,55.974895384824606,1989671.1600672416,open_source_primary,equity
2025-02-07,300750,55.44059832989377,56.219394254266916,54.799209293137935,55.509301773702425,3821652.34486581,open_source_primary,equity
2025-02-10,300750,57.90672237430451,58.669845370346735,57.29164983656432,57.98074760345553,4710429.6320768185,open_source_primary,equity
2025-02-11,300750,59.65190385422108,59.90884377147156,59.20928055593685,59.559062163704205,8819735.318955729,open_source_primary,equity
2025-02-12,300750,60.095349327956356,60.630352333241056,59.12479007601883,59.877571204629945,6974194.2834775755,open_source_primary,equity
2025-02-13,300750,57.80425958231349,58.26801262357374,57.65884408031113,57.96342835194243,8175921.7588075735,open_source_primary,equity
