ts,symbol,open,high,low,close,volume,source,asset_class
2025-06-18,300750,43.52442001099712,44.51013870801586,42.74811525922519,43.62912698362052,9084726.260372994,open_source_primary,equity
2025-06-19,300750,43.385399569872206,43.68967502868724,42.515511520473616,43.10259327458043,5940804.638279679,open_source_primary,equity
2025-06-20,300750,41.37500321327198,42.12621050721129,40.704410155103055,41.41531033115717,9922988.318414733,open_source_primary,equity
2025-06-23,300750,38.91054857637941,39.739538344474376,38.451960847035956,39.095749595755166,4797958.96501604,open_source_primary,equity
2025-06-24,300750,38.32113059846941,38.93162735688865,37.86524133471257,38.39843434580061,9894397.865142982,open_source_primary,equity
2025-06-25,300750,36.67912934984033,37.42258402436716,36.3306192051921,36.87660161477963,4532718.054642966,open_source_primary,equity
2025-06-26,300750,38.196211592336425,38.91709963703823,37.23878908143936,38.07794435923879,8709545.001486534,open_source_primary,equity
2025-06-27,300750,36.58349903156656,36.934324275299694,36.13889120278538,36.53660773904254,4560981.835931532,open_source_primary,equity
2025-06-30,300750,37.513137828224906,38.06305916573236,36.97190796654976,37.51748356614106,7810002.567755229,open_source_primary,equity
2025-07-01,300750,36.75460700881472,37.3887409855853,36.02162835381884,36.70518466970207,7167604.91376767,open_source_primary,equity
2025-07-02,300750,35.63481361631366,36.069428216219315,34.73696418385142,35.40319620003537,7793514.6804401735,open_source_primary,equity
2025-07-03,300750,34.77317008701779,35.42592793348405,34.61425856690772,35.020093250195885,5117794.335768217,open_source_primary,equity
2025-07-04,300750,34.640053425891004,34.74433626169327,33.844235204099355,34.29428573289631,5111591.484953533,open_source_primary,equity
2025-07-07,300750,37.32074458275194,37.44954981135797,37.16181379818747,37.30568180477272,4826548.026677851,open_source_primary,equity
2025-07-08,300750,37.70941464707595,38.22779192696893,36.823691804378896,37.525741865673915,9837475.69696568,open_source_primary,equity
2025-07-09,300750,38.227463867345726,39.13430255017216,37.30501835167622,38.21966045092419,7173370.069773722,open_source_primary,equity
2025-07-10,300750,38.240953819299264,39.00373782106421,38.036423045923705,38.52008043349396,6677151.237542194,open_source_primary,equity
2025-07-11,300750,38.56559618089096,38.934297283730196,38.70228900456993,38.81829314415006,4380275.084811025,open_source_primary,equity
2025-07-14,300750,39.07989056159772,39.6517804391703,38.23887373707917,38.945327088124735,4358617.766819692,open_source_primary,equity
2025-07-15,300750,38.76569297383548,39.251960139600165,38.469399377730745,38.860679758665455,6091479.075344928,open_source_primary,equity
2025-07-16,300750,40.77039682294632,41.66927926844054,40.05952803668932,40.86440365256493,5498841.156097466,open_source_primary,equity
2025-07-17,300750,38.64971780487747,39.22664266712212,37.68036837882518,38.45350552297365,4725866.808550097,open_source_primary,equity
2025-07-18,300750,36.52546669760374,37.39779292040117,36.09989459583683,36.748843758119,3866298.6263909293,open_source_primary,equity
2025-07-21,300750,36.2066553870605,36.63525421668066,35.777211351341485,36.20623278401107,5809100.382359728,open_source_primary,equity
2025-07-22,300750,36.003198441167754,36.444281587146634,36.04115104921442,36.24271631818053,4889116.728051257,open_source_primary,equity
2025-07-23,300750,38.729959650536756,39.53242491147574,38.34337194156634,38.93789842652104,6073498.064575923,open_source_primary,equity
2025-07-24,300750,38.40005750824634,38.908182591805385,37.16285629017668,38.03551944099103,3558655.0258444883,open_source_primary,equity
2025-07-25,300750,37.597770312821545,37.688926205577225,36.95279766598511,37.32086193578117,3496956.8140542423,open_source_primary,equity
2025-07-28,300750,37.96778899696089,38.39773662259853,37.298164058119156,37.84795034035884,5244371.066506791,open_source_primary,equity
2025-07-29,300750,36.41371224252411,37.04353969699167,36.01959909502483,36.53156939600825,6753928.157830165,open_source_primary,equity
2025-07-30,300750,35.179970883670364,36.28003303238517,33.93359158820383,35.1068123102945,7554744.233773106,open_source_primary,equity
2025-07-31,300750,36.23963731884366,36.83285961663411,35.53033507453196,36.181597345583036,3553512.830926903,open_source_primary,equity
2025-08-01,300750,37.19514977587921,37.8480419748136,36.44028791025609,37.14416494253484,2887594.4164629355,open_source_primary,equity
2025-08-04,300750,37.746654333156066,37.709308927232925,37.3469736382133,37.52814128272311,8379776.264992659,open_source_primary,equity
2025-08-05,300750,36.062890376967935,36.572104883240954,35.312158704179026,35.94213179370999,9001061.730751688,open_source_primary,equity
2025-08-06,300750,35.97749794608631,35.88423958337386,35.503038628684884,35.69363910602937,4634421.049887311,open_source_primary,equity
2025-08-07,300750,38.94608913560583,39.57148430619896,38.33262235745618,38.95205333182757,9291536.53931046,open_source_primary,equity
2025-08-08,300750,40.85570131081753,41.35617588769222,40.32311716743088,40.83964652756155,5834398.801878267,open_source_primary,equity
2025-08-11,300750,38.3666207710979,38.588120683919776,38.07740787271032,38.33276427831505,1919643.8421255983,open_source_primary,equity
2025-08-12,300750,40.30645146631776,40.35648134746011,39.5555447885643,39.956013068012204,1420681.1072861338,open_source_primary,equity
2025-08-13,300750,40.82664046880046,41.649055556545676,39.39962134717369,40.524338451859684,5466383.574911148,open_source_primary,equity
2025-08-14,300750,40.778828765227225,40.98925486352217,40.01655190555861,40.50290338454039,5136407.021749247,open_source_primary,equity
2025-08-15,300750,42.50888107330082,42.460247704094485,41.68459016739827,42.07241893574638,3999119.2772728694,open_source_primary,equity
2025-08-18,300750,42.245348607930126,42.91631396832166,42.228341191424704,42.57232757987318,6818244.691536614,open_source_primary,equity
2025-08-19,300750,43.38984073503674,44.35066543665983,42.53589702969327,43.44328123317655,6287200.745679079,open_source_primary,equity
2025-08-20,300750,41.77554019519314,41.832860104009335,41.110781186662116,41.471820645335725,5563761.176259025,open_source_primary,equity
2025-08-21,300750,41.620237478508095,41.69017957176328,40.68702307252153,41.188601322142404,4440080.071625302,open_source_primary,equity
2025-08-22,300750,40.97565064898984,41.14078002635008,40.656490182603115,40.8986351044766,4362297.492654482,open_source_primary,equity
2025-08-25,300750,41.0789116793064,41.7174878254172,40.58652318672292,41.15200550607006,4285297.826244997,open_source_primary,equity
2025-08-26,300750,40.991913851264414,41.602700639186466,40.95996443794968,41.28133253856807,4662810.316435641,open_source_primary,equity
2025-08-27,300750,40.425478977520164,41.71250169419802,40.13879581661366,40.92564875540584,6703777.56092713,open_source_primary,equity
2025-08-28,300750,39.92012931738373,40.40994553614428,39.27134892463366,39.84064723038897,5614756.3169639,open_source_primary,equity
2025-08-29,300750,38.13608315645131,38.63547157154879,37.81244337604274,38.223957473795764,5519497.875552471,open_source_primary,equity
2025-09-01,300750,37.4653736431573,37.22499336348746,36.68401236280306,36.95450286314526,4578778.040928898,open_source_primary,equity
2025-09-02,300750,35.21655106605624,35.57419944909595,34.99446430004476,35.284331874570356,5058431.037184177,open_source_primary,equity
2025-09-03,300750,38.48703363585632,38.67484016595884,37.82146591016597,38.248153038062405,6799386.856196648,open_source_primary,equity
2025-09-04,300750,37.75812965639126,38.28245183907797,37.12256432115216,37.70250808011507,3803946.025936965,open_source_primary,equity
2025-09-05,300750,38.42369477884003,39.02410959708944,37.89748696548971,38.46079828128958,4302131.648464636,open_source_primary,equity
2025-09-08,300750,40.950117527891756,41.16811010368845,40.636877879798305,40.90249399174338,6209559.978845652,open_source_primary,equity
2025-09-09,300750,38.37604094326835,38.64597315379261,37.798882815657535,38.22242798472507,8512305.322293673,open_source_primary,equity
2025-09-10,300750,41.497732632136376,42.39300401036703,41.30443422045045,41.84871911540874,4731866.268488287,open_source_primary,equity
2025-09-11,300750,43.538003625573104,44.007643513339225,43.054187661668415,43.53091558750382,3611980.6725133117,open_source_primary,equity
2025-09-12,300750,42.341175769681996,42.19697537898179,42.057664903707874,42.12732014134483,4900823.650729786,open_source_primary,equity
2025-09-15,300750,42.41002502736825,43.29822927838224,41.85311029310249,42.57566978574236,9089363.632675158,open_source_primary,equity
2025-09-16,300750,42.61500399152187,42.61051303254018,42.3324846734166,42.47149885297839,5968826.378857982,open_source_primary,equity
2025-09-17,300750,42.09876554431671,42.22242631392768,41.15267962115369,41.68755296754068,3322487.1510608527,open_source_primary,equity
2025-09-18,300750,42.12839616830621,42.62781186788003,41.512884027355426,42.07034794761773,3991374.7307754145,open_source_primary,equity
2025-09-19,300750,40.56467436264421,40.91992500621132,40.23177460910146,40.57584980765639,5480924.4599551745,open_source_primary,equity
2025-09-22,300750,38.16800606982389,38.86342545583452,37.55701877235057,38.210222114092545,6489016.098153465,open_source_primary,equity
2025-09-23,300750,36.547598458461465,36.89006163105171,35.92554366036572,36.40780264570871,5623267.992484287,open_source_primary,equity
2025-09-24,300750,35.857658065217144,36.224662596970795,35.02446773025836,35.62456516361458,4684636.476218628,open_source_primary,equity
2025-09-25,300750,37.27008003020189,37.20318510904722,37.08233106367398,37.1427580863606,6380087.630248778,open_source_primary,equity
2025-09-26,300750,39.098176629527984,39.42274156106155,38.57769050423874,39.000216032650144,3531260.697354958,open_source_primary,equity
2025-09-29,300750,41.11624274679565,41.712818008559545,40.47891659182938,41.09586730019446,6098013.482967904,open_source_primary,equity
2025-09-30,300750,38.58099451151902,38.99040888582186,38.19826917644394,38.5943390311329,5058660.313179722,open_source_primary,equity
2025-10-01,300750,37.452520886742825,37.81996669620729,37.126978710500524,37.473472703353906,6442663.896918175,open_source_primary,equity
2025-10-02,300750,38.00736623115077,38.53519843337472,37.61632374374834,38.07576108856153,5770801.821333329,open_source_primary,equity
2025-10-03,300750,38.71401970579956,39.52331365423248,38.0418485374347,38.78258109583359,3225262.782703439,open_source_primary,equity
2025-10-06,300750,40.469381358196266,41.015707553467266,40.33273740499375,40.67422247923051,5488292.863369298,open_source_primary,equity
2025-10-07,300750,39.55218857386139,39.822927643794216,39.46171425340522,39.64232094859972,2257993.386650547,open_source_primary,equity
2025-10-08,300750,37.43844070137048,37.67116426876836,37.267317217324525,37.46924074304644,1877783.705976702,open_source_primary,equity
2025-10-09,300750,35.67562764134643,36.092356499333114,34.47706661214114,35.284711555737125,6712943.170582984,open_source_primary,equity
2025-10-10,300750,35.722444398100826,36.46822011159069,34.889264100697254,35.67874210614397,4082550.1372824768,open_source_primary,equity
2025-10-13,300750,35.618500941575945,36.28760515540069,34.6433752871766,35.46549022128865,5156602.865981777,open_source_primary,equity
2025-10-14,300750,36.289058800064225,36.83647529069807,35.74078631117883,36.28863080093845,6279758.019312029,open_source_primary,equity
2025-10-15,300750,35.675674880798894,36.45111603577432,34.551387736943596,35.50125188635896,5643720.478215901,open_source_primary,equity
2025-10-16,300750,35.20780402869526,36.0805734293964,34.85248762014759,35.466530524772,8451819.684029415,open_source_primary,equity
2025-10-17,300750,34.0779189941868,34.81735243467837,33.52238298169969,34.16986770818903,7991246.042761601,open_source_primary,equity
2025-10-20,300750,32.1627197635723,33.05886966325823,31.591983885102213,32.32542677418022,4883380.005708559,open_source_primary,equity
