ts,symbol,open,high,low,close,volume,source,asset_class
2024-12-23,300750,46.30470961472685,47.33311534540265,46.022372084950725,46.67774371517669,3917912.2913853494,open_source_primary,equity
2024-12-24,300750,45.13206026195335,45.80279575014112,44.538608312071425,45.17070203110627,7809523.337036613,open_source_primary,equity
2024-12-25,300750,44.859731923837636,45.202449486067096,44.21954530213219,44.71099739409964,5118433.96462486,open_source_primary,equity
2024-12-26,300750,43.24486530754157,43.79233457797597,42.641700585230346,43.21701758160316,8946529.847451169,open_source_primary,equity
2024-12-27,300750,47.47055173672804,47.77597394740015,47.26799973939685,47.5219868433985,6946068.311316379,open_source_primary,equity
2024-12-30,300750,49.23165358537376,49.79650496990991,47.945551942431585,48.87102845617075,7142501.62364572,open_source_primary,equity
2024-12-31,300750,51.315532082378624,52.02372607252694,50.67476100084687,51.349243536686906,5577101.385239736,open_source_primary,equity
2025-01-01,300750,51.52218928789418,52.03359096000883,51.77477648150087,51.90418372075485,4151562.3861888214,open_source_primary,equity
2025-01-02,300750,54.67393094597829,55.12169965503711,54.13388565833082,54.627792656683965,7311941.570831702,open_source_primary,equity
2025-01-03,300750,53.75755634886478,54.05945158527665,53.67379786069101,53.86662472298383,7292319.844807664,open_source_primary,equity
2025-01-06,300750,54.29152985003599,54.61324134592772,54.26899254558276,54.44111694575524,6103578.126156991,open_source_primary,equity
2025-01-07,300750,54.409351806295085,54.772167187227375,54.60418820313712,54.68817769518225,4151881.069086954,open_source_primary,equity
2025-01-08,300750,57.956838231440344,58.58091562174343,57.65921078846199,58.12006320510271,7575953.569373476,open_source_primary,equity
2025-01-09,300750,56.393790092871605,56.76557708232774,55.7852202412156,56.27539866177167,2693579.4662746005,open_source_primary,equity
2025-01-10,300750,53.40354038080514,54.48911970271664,52.8635131796427,53.67631644117967,8942526.435067184,open_source_primary,equity
2025-01-13,300750,55.958694602518236,56.16528946052114,55.60207977465129,55.88368461758621,7589403.831197903,open_source_primary,equity
2025-01-14,300750,54.85216189635073,54.94313561573696,54.10538751299285,54.524261564364906,6625706.525550286,open_source_primary,equity
