date,cpi_yoy,ppi_yoy,lpr_1y,source
2025-07-01,0.11420193341707956,-1.3103693780139158,3.4649812024437243,open_source_primary
2025-08-01,0.8247893692614916,-2.07231296567763,3.4642487755325955,open_source_primary
2025-09-01,1.3300751913425903,-1.7757906683123965,3.433954013102762,open_source_primary
2025-10-01,1.022752126547618,0.380323454394664,3.461566740496232,open_source_primary
2025-11-01,-0.1087578707292146,-0.39623067520973365,3.45599980568324,open_source_primary
2025-12-01,0.4638062824825852,-1.515703465139295,3.439955478751042,open_source_primary
2026-01-01,0.9572074595057708,-0.9064586261929276,3.431191886258514,open_source_primary
2026-02-01,1.5893142301170302,-1.0974284709071649,3.426725657524329,open_source_primary
2025-07-01,-0.46476674141752794,-1.3312781876757518,3.4638995030625526,open_source_secondary
2025-08-01,0.956317174303622,-0.03867766495493868,3.4219550115340445,open_source_secondary
2025-09-01,1.0249121224000857,-0.7475396690950064,3.465338967808464,open_source_secondary
2025-10-01,0.8207945442788066,-0.8402592122677193,3.485405993988725,open_source_secondary
2025-11-01,0.9043403137174615,-1.619236786074513,3.4692748975862018,open_source_secondary
2025-12-01,0.18118670113448798,-0.7007919128335947,3.4419818521065095,open_source_secondary
2026-01-01,0.16957308917748223,0.04509996786864748,3.4524726882167527,open_source_secondary
2026-02-01,1.5012532216238552,-0.46787219634981614,3.4538521990520157,open_source_secondary
