date,cpi_yoy,ppi_yoy,lpr_1y,source
2025-01-01,0.4835267280262425,-1.5612972632500384,3.484952032963193,open_source_primary
2025-02-01,1.0936314190506349,-2.7069594178280694,3.4722909488355693,open_source_primary
2025-03-01,0.8979140079966365,-0.6544492999340291,3.443362961674251,open_source_primary
2025-04-01,1.2821577509566378,-0.796369801356687,3.4351064739441703,open_source_primary
2025-05-01,0.7905109908016859,-1.6929329028625273,3.4645414687514,open_source_primary
2025-06-01,1.154138032032404,-0.2181209945392747,3.4335922809784587,open_source_primary
2025-07-01,-0.28021627197292515,-1.647247243545897,3.4834127017648333,open_source_primary
2025-08-01,0.6664819840171833,-1.5335783498341105,3.4033802887931937,open_source_primary
2025-09-01,1.116782123778246,-0.6930537733631468,3.4189221938538013,open_source_primary
2025-10-01,0.1128023214563122,-1.3708680302823695,3.447922554726008,open_source_primary
2025-11-01,0.30705687290946926,-1.810715411388001,3.4609162403466285,open_source_primary
2025-12-01,0.7687630022237987,-0.137811919776193,3.432506024268142,open_source_primary
2026-01-01,0.5865615818912937,-0.510036784148151,3.4389789265589576,open_source_primary
2026-02-01,0.27190399507439433,-1.1843502697547026,3.4665734040950387,open_source_primary
2025-01-01,0.5194323562152716,-0.9236353213815939,3.449565643101268,open_source_secondary
2025-02-01,0.8487855395376129,-0.027206666575089036,3.4170837831218432,open_source_secondary
2025-03-01,1.380517023747666,-1.24237585262472,3.463328745320215,open_source_secondary
2025-04-01,1.1783616847167224,-0.9097909804156302,3.434647509167663,open_source_secondary
2025-05-01,0.13648793715448165,-0.8209284701995081,3.4508219381384406,open_source_secondary
2025-06-01,0.7883133866286705,-1.4324219551535453,3.468466150169389,open_source_secondary
2025-07-01,0.22476032550823424,-0.6435089902697638,3.4682898549928085,open_source_secondary
2025-08-01,1.192739887553338,-1.6718283798705782,3.4199229487203517,open_source_secondary
2025-09-01,0.7798038547350471,-1.7939996775918714,3.453364944235326,open_source_secondary
2025-10-01,1.9814803524350697,-1.2439116721371408,3.463245506141344,open_source_secondary
2025-11-01,1.3065217404697145,-2.005862821856521,3.464531341287962,open_source_secondary
2025-12-01,1.1295481780768604,-0.940782903073228,3.3994872325845034,open_source_secondary
2026-01-01,0.8466068228047192,-1.6194515761148918,3.395644979738719,open_source_secondary
2026-02-01,-0.2925852673754108,-1.2246264406273946,3.447347425632895,open_source_secondary
