ts,symbol,open,high,low,close,volume,source,asset_class
2024-12-18,300750,42.89304859374741,43.542886037718944,42.376422257718104,42.959654147718524,4879598.007439991,open_source_primary,equity
2024-12-19,300750,43.6443705837066,43.79884723365712,43.173209287665934,43.48602826066153,7667050.138679688,open_source_primary,equity
2024-12-20,300750,43.997373176001,44.49767724240721,43.59284424854073,44.04526074547397,5622034.317951703,open_source_primary,equity
2024-12-23,300750,42.61187433195878,43.819429042136,42.086530564792746,42.95297980346437,5630102.91089967,open_source_primary,equity
2024-12-24,300750,44.95615396258275,45.02159609011419,44.23284070986246,44.62721839998832,9709988.622951176,open_source_primary,equity
2024-12-25,300750,46.88644271118268,47.02916800736691,45.933135777943,46.48115189265496,4744000.430110721,open_source_primary,equity
2024-12-26,300750,46.99234616907296,47.642676518571484,46.76852729733972,47.205601907955604,6332171.675172059,open_source_primary,equity
2024-12-27,300750,45.853230771355136,46.74904868393313,45.64822284501113,46.19863576447213,4670618.430352999,open_source_primary,equity
2024-12-30,300750,45.968575856080626,46.17842324655457,45.2694841337764,45.72395369016549,4987589.124778743,open_source_primary,equity
2024-12-31,300750,46.94699872947003,47.17365780206326,47.021940040351936,47.0977989212076,7231171.161365687,open_source_primary,equity
2025-01-01,300750,47.79948023325593,48.57716590121173,46.78643539269643,47.68180064695408,8079978.747996214,open_source_primary,equity
2025-01-02,300750,49.857585156377134,50.4850720385497,49.47357062378727,49.979321331168485,6377353.728866368,open_source_primary,equity
2025-01-03,300750,47.90552739769009,48.998090107582435,47.00559892092438,48.001844514253406,3292756.598819618,open_source_primary,equity
2025-01-06,300750,45.60456872894659,45.83438711330143,45.48793535142151,45.66116123236147,5866284.344616681,open_source_primary,equity
2025-01-07,300750,46.3529285243929,47.230438911317925,45.8417582092713,46.53609856029461,6993554.935736744,open_source_primary,equity
2025-01-08,300750,43.79657396457411,44.661204167616475,43.50258765207589,44.08189590984618,5317001.649087883,open_source_primary,equity
2025-01-09,300750,46.2590740889975,46.978804702653484,45.687586310411056,46.33319550653227,5148144.610090263,open_source_primary,equity
2025-01-10,300750,46.52893527943234,46.334519058021684,45.76582331132509,46.05017118467339,8140319.328561189,open_source_primary,equity
2025-01-13,300750,48.54072604823511,49.0370372718504,48.01305694822454,48.52504711003747,5874464.665595993,open_source_primary,equity
2025-01-14,300750,46.78091475862997,47.058057534784666,46.30901032364375,46.68353392921421,4109917.23325025,open_source_primary,equity
2025-01-15,300750,44.599191491577265,45.29542367234603,44.20245658479287,44.74894012856945,1595054.1077639286,open_source_primary,equity
2025-01-16,300750,47.002322383985266,47.66424265601315,47.055596189185756,47.359919422599454,2963475.5164095582,open_source_primary,equity
2025-01-17,300750,49.58536665654793,49.49558890689737,48.91833796453713,49.20696343571725,7249512.89423577,open_source_primary,equity
2025-01-20,300750,48.77512371265126,49.03217006096715,48.396625504812434,48.71439778288979,742444.9765502183,open_source_primary,equity
2025-01-21,300750,47.85367447665614,48.0933113852915,47.74969028094718,47.92150083311934,2935796.257249572,open_source_primary,equity
