ts,symbol,open,high,low,close,volume,asset_class,source_count,data_conflict_flag
2024-12-23,000001,46.86131837968485,47.124362810054926,46.66191669275605,46.90975277194484,11785598.332314827,equity,2,0
2024-12-24,000001,46.81869559573694,47.11061574090677,46.786991420339376,46.99472660098301,7522846.476838923,equity,2,0
2024-12-25,000001,46.28444829101009,46.61007539915927,46.10621644746392,46.375165774704755,5443556.9363698,equity,2,0
2024-12-26,000001,48.44358400152318,48.85995354094145,47.725376533886944,48.2421108806721,4379411.799075538,equity,2,0
2024-12-27,000001,51.23166769756624,51.25061972989219,50.77867697786402,50.95967784313305,8183952.418090476,equity,2,0
2024-12-30,000001,51.02734614358565,51.48192919099091,50.860744305634356,51.219822532618636,7274907.964849532,equity,2,0
2024-12-31,000001,50.81437874960005,50.87142610999521,50.47653235462128,50.64195460336967,8396919.737907372,equity,2,0
2025-01-01,000001,51.0966036213639,51.03093585216344,50.693760660396954,50.78635660624133,7562677.632447017,equity,2,0
2025-01-02,000001,50.70075011121645,50.88597823309905,50.433779520563306,50.641135488265405,7409943.618855804,equity,2,0
2025-01-03,000001,48.434590051548476,48.755469407864396,48.03403490379908,48.380254717119044,5091436.43217075,equity,2,0
2025-01-06,000001,49.61800554966545,50.0543857832664,49.434442738001536,49.79502613271879,7260364.019981114,equity,2,0
2025-01-07,000001,49.82407471979896,49.89144761359333,49.28170128431819,49.492918068888706,5701389.701678701,equity,2,0
2025-01-08,000001,49.73113495219192,49.89527540397986,49.12520239947283,49.443131332126384,7454444.844787401,equity,2,0
2025-01-09,000001,49.65564420305434,49.98165333217307,49.518920585246455,49.767624814970574,4991853.802445009,equity,2,0
2025-01-10,000001,51.33429391426586,51.524326005360834,50.77332124851481,51.06696201363212,100186.6363138558,equity,2,0
2025-01-13,000001,50.1216671245247,50.36461425056285,49.86452519428638,50.116680440042735,3808988.6938380934,equity,2,0
2025-01-14,000001,49.245854212790874,49.192505626616224,48.9652504976806,49.04103502094759,7636227.950068839,equity,2,0
2025-01-15,000001,48.820913402205505,49.01855311638738,48.787744379006625,48.9544019927362,7805749.044941498,equity,2,0
2025-01-16,000001,48.06212309300159,48.26039421309339,47.63300179592406,47.90871872848033,4705320.087308494,equity,2,0
2025-01-17,000001,49.294984081035,49.69503761396483,49.012781816429666,49.38541183819784,6096275.501886082,equity,2,0
2025-01-20,000001,48.31647744946612,48.871085630727436,48.028321272476305,48.50327591904778,4598911.844274789,equity,2,0
2025-01-21,000001,47.41820320392852,47.80168786817977,46.82496807837266,47.25736224266852,5965259.608213725,equity,2,0
2025-01-22,000001,46.34653141630547,46.57146126903129,45.985872747489026,46.260691201894105,8464172.533046078,equity,2,0
2025-01-23,000001,46.19963767457561,46.37680301039065,45.802008870758456,46.053947826838325,4771388.417935215,equity,2,0
2025-01-24,000001,48.3653782283137,48.67251307095914,48.02606906612327,48.366738164097804,5151474.960090922,equity,2,0
2025-01-27,000001,48.43406740788851,48.58090229870464,47.68105598172352,48.04456526492459,5655037.995521704,equity,2,0
2025-01-28,000001,48.9483040537617,49.27974741202647,48.46565324188575,48.83646400574547,6071696.542746315,equity,2,0
2025-01-29,000001,49.82268339070076,50.0584077946431,49.39999553528923,49.695734346072655,6812280.950672949,equity,2,0
2025-01-30,000001,49.23391971336987,49.69491974326486,49.22076937916093,49.54719277672184,6915268.147715837,equity,2,0
2025-01-31,000001,48.30118243983205,48.81822561988884,48.009757131231645,48.458522996201694,8902186.080723649,equity,2,0
2025-02-03,000001,49.671873262713454,49.749738998962656,49.007902013657045,49.27317143166658,3281786.319604722,equity,2,0
2025-02-04,000001,50.01147779377648,50.33964425932071,49.823383860909246,50.116562518305216,4495237.209270611,equity,2,0
2025-02-05,000001,49.87529941932536,50.373823918726714,49.62219898212801,50.04630910977245,8335129.434865594,equity,2,0
2025-02-06,000001,48.470702948773805,48.715870269978424,48.3117526016747,48.52653188157411,5953441.571849544,equity,2,0
2025-02-07,000001,49.353839003006485,50.017494696787644,49.29146723048217,49.74976680024028,7248793.953290155,equity,2,0
2025-02-10,000001,47.89233801555329,48.431041724945665,47.5141710630483,48.005875335846994,3349707.84530856,equity,2,0
2025-02-11,000001,48.62764269212575,49.040414719497875,48.621775657835094,48.88651691335389,6947458.719805699,equity,2,0
2025-02-12,000001,49.425909803495074,49.56851363446974,48.88974456857017,49.15216104351603,5986233.84964928,equity,2,0
2025-02-13,000001,47.60678397287576,47.810430211444924,47.14814351966161,47.453541655365086,8369468.455631563,equity,2,0
2025-02-14,000001,47.446954331072206,47.8526415109713,47.35655370672728,47.63772237161634,4302753.992585232,equity,2,0
2025-02-17,000001,47.60896529311164,47.786631431356845,47.358170454788485,47.57621806595945,5055588.524246687,equity,2,0
2025-02-18,000001,48.43641945472494,48.44508969200972,48.304066498980674,48.37031546040839,4757475.571488587,equity,2,0
2025-02-19,000001,46.51074923762767,46.79599109299876,45.83201826368559,46.24185459949922,6286150.659955766,equity,2,0
2025-02-20,000001,49.76687927284475,50.00338043375045,49.29748855529188,49.620291848965124,3459077.9760886026,equity,2,0
2025-02-21,000001,46.84021455955754,47.254157374002745,46.87737917033259,47.12606464696529,7767386.439860093,equity,2,0
2025-02-24,000001,47.92773140610579,48.399621325343006,47.52332785562088,47.982515537085376,6571754.104848816,equity,2,0
2025-02-25,000001,49.920811744214845,50.243190241338255,49.60754840025071,49.92959096786596,7912553.93238618,equity,2,0
2025-02-26,000001,50.039375588243054,50.18160456510908,49.498217012382135,49.76569744798509,5295515.332948031,equity,2,0
2025-02-27,000001,47.6836630380374,47.96754651460957,47.42972854963837,47.68687941096404,6798493.149848396,equity,2,0
2025-02-28,000001,48.830149276952085,49.104561232397714,48.540797178283384,48.80151382945219,2806462.4232773175,equity,2,0
2025-03-03,000001,49.60081956384094,49.78854660381593,49.251489907268066,49.496269858683746,5631925.9009311665,equity,2,0
2025-03-04,000001,49.79298275404905,50.03364968925376,49.62158654446089,49.83915173308773,1804207.922075588,equity,2,0
2025-03-05,000001,50.184257516076684,50.2508327773901,50.130807809143796,50.20920907356372,2815931.963772649,equity,2,0
2025-03-06,000001,47.94711230199556,48.18285277708013,47.297759806146786,47.65577074188944,9244566.260700464,equity,2,0
2025-03-07,000001,47.56958635114517,47.73327491600574,47.48241742218532,47.63161576469413,8372928.504533939,equity,2,0
2025-03-10,000001,46.899205626017796,47.40363629642647,46.6441479203482,47.06556091427292,8008324.628916193,equity,2,0
2025-03-11,000001,48.142213386220675,48.3832239050735,47.82798337906118,48.11793945906456,6027208.607397507,equity,2,0
