ts,symbol,open,high,low,close,volume,asset_class,source_count,data_conflict_flag
2024-12-19,000001,45.983906679863836,46.51416398152765,45.754931136807215,46.19297502885311,7245118.244879788,equity,2,0
2024-12-20,000001,48.65737462718961,48.85098390269664,48.46556300255064,48.659372667433566,7070907.386851044,equity,2,0
2024-12-23,000001,49.08861578715714,49.300744655305145,48.63057212148898,48.92229093932016,8521228.542209487,equity,2,0
2024-12-24,000001,49.7868160078326,49.975582363326296,49.21717448709826,49.53346070880711,5556584.047245964,equity,2,0
2024-12-25,000001,50.904837632060094,51.17297601793174,50.73742265154946,50.97335518737836,7383494.116834898,equity,2,0
2024-12-26,000001,50.87707062663682,51.22650583621176,50.371321080039195,50.77888154906513,7828518.337854716,equity,2,0
2024-12-27,000001,53.1732301384739,53.40230076815807,52.61858294149168,52.97028312549588,5597120.107599158,equity,2,0
2024-12-30,000001,52.42437084482944,52.65930863556407,51.927338845800975,52.23982701925803,7146370.222104868,equity,2,0
2024-12-31,000001,56.30470328273785,56.19603902798828,55.477983268292846,55.70113916019821,4670800.641191145,equity,2,0
2025-01-01,000001,58.009111512987,58.218242455189674,57.76414388192027,57.990504891098155,4390217.230079802,equity,2,0
2025-01-02,000001,57.72351508980561,58.11689352328827,57.13633289154579,57.59783968155574,5083927.278367059,equity,2,0
2025-01-03,000001,58.278114227697344,58.81199554450816,57.81654363700826,58.32852034176216,4024789.840413682,equity,2,0
2025-01-06,000001,57.801379962078954,58.2416784993937,57.37145308496135,57.851467773064755,2362046.4726415537,equity,2,0
2025-01-07,000001,58.913578441722244,59.32888245785603,58.4749923796442,58.8813427794185,6992778.559462947,equity,2,0
2025-01-08,000001,60.30720005139521,60.53959608740904,60.101817038099185,60.32955178076189,7474184.372098484,equity,2,0
2025-01-09,000001,60.7083036508427,61.140322156484444,60.44724558862892,60.811502040143765,6912975.9819073025,equity,2,0
2025-01-10,000001,61.924644897096485,61.926937108586756,61.72949676191436,61.81331698288241,5314088.53376051,equity,2,0
2025-01-13,000001,60.7691135047818,60.791983712514465,60.581230040105496,60.63862904870987,3991729.183548335,equity,2,0
2025-01-14,000001,61.87050266182318,61.80003924629119,61.3796995445779,61.51938957281372,7229362.288580875,equity,2,0
2025-01-15,000001,64.05887082957392,64.33803544938377,63.7792571536899,64.09447018303659,7607524.692735717,equity,2,0
2025-01-16,000001,64.59004378058462,64.95320307713014,64.24390940903679,64.61196323184961,5617222.893004766,equity,2,0
2025-01-17,000001,62.730906735068764,63.206442882567636,62.48829445231112,62.87942268812324,6409714.405160239,equity,2,0
2025-01-20,000001,64.72923433428019,65.06955384691662,64.18859043907011,64.58867444745925,4532535.10455947,equity,2,0
2025-01-21,000001,63.785680716192815,64.0626241777417,63.42842274445614,63.71414743642764,4342685.786597492,equity,2,0
2025-01-22,000001,65.25218517770278,65.4960699553072,65.06380268735788,65.2907424272998,1376477.098723627,equity,2,0
2025-01-23,000001,64.49637335103162,64.97776915059534,64.11402436033168,64.59336828184607,8902097.486724585,equity,2,0
2025-01-24,000001,66.71370762455922,66.74974121830746,66.15261985151778,66.3751002949542,7568083.140474832,equity,2,0
2025-01-27,000001,67.22807081452706,67.99235715239192,66.81610205916321,67.44453656369767,6738776.1340612285,equity,2,0
2025-01-28,000001,68.73850971622952,69.2390031118729,68.15214576987529,68.67724789436767,7439031.608980956,equity,2,0
2025-01-29,000001,69.25141275877056,69.55487458802637,68.83432642331202,69.17412072184067,6968391.189874729,equity,2,0
2025-01-30,000001,68.01979312378498,68.31196254424091,67.40870775593129,67.80354786883694,6195312.565789507,equity,2,0
2025-01-31,000001,66.59239737362476,66.9185202245169,66.17380946149355,66.52948187192644,5677775.015168914,equity,2,0
2025-02-03,000001,67.75589763892722,67.97978343942631,67.20133734732269,67.53880859033437,7672036.681754746,equity,2,0
2025-02-04,000001,69.34861209796479,69.52311675737457,69.06176776796838,69.28087317925609,7206889.354041088,equity,2,0
2025-02-05,000001,69.01136746569426,69.19626539084271,68.78335426306988,68.98609309982754,10367212.18205474,equity,2,0
2025-02-06,000001,67.06290245290809,67.22940202062058,66.72683617207939,66.95336762775315,7622113.802690288,equity,2,0
2025-02-07,000001,69.85400225868209,69.73030278199488,69.44412693936688,69.4938647429773,6824840.679424789,equity,2,0
2025-02-10,000001,67.84067774939605,68.47820194312709,67.30192170581562,67.90918665942338,9663183.151716407,equity,2,0
2025-02-11,000001,70.56892201382297,71.0701521452985,70.10753005031069,70.60588324319976,6545863.87919049,equity,2,0
2025-02-12,000001,72.25452475162624,72.58959749723348,72.36440764465895,72.51692933869106,9939824.763491753,equity,2,0
2025-02-13,000001,72.16378664122573,72.32092546300453,71.91338723602261,72.10291071052467,5395017.122429049,equity,2,0
2025-02-14,000001,71.97921749634443,72.02481571691084,71.33491833932385,71.57939854971427,4831599.445313071,equity,2,0
2025-02-17,000001,71.63930817681683,72.02206988919698,71.4658005426704,71.7870307187736,5189030.404665737,equity,2,0
2025-02-18,000001,71.20861267571682,71.65001514925495,71.11231386484403,71.44441505860439,6115625.209089987,equity,2,0
2025-02-19,000001,68.584437687999,68.73431243068626,68.40365215559987,68.56386440624233,4894704.49156582,equity,2,0
2025-02-20,000001,68.3914186164659,68.40752611964268,68.21767407572716,68.28836616513757,5503761.9329799265,equity,2,0
2025-02-21,000001,66.94936298216555,67.3233166893395,66.5479709116795,66.93589530241255,3600466.0886840266,equity,2,0
2025-02-24,000001,66.69985087456786,66.93523092020251,66.55688576248286,66.74032580715013,6364246.673916627,equity,2,0
2025-02-25,000001,65.65069024735351,65.76622861625955,65.50934110865896,65.64213229235594,5162455.916948831,equity,2,0
2025-02-26,000001,68.31366460497128,68.53541620036768,68.06641310892581,68.30628806401782,6277643.155606241,equity,2,0
2025-02-27,000001,69.41872826139621,69.57326939635453,69.2906060890844,69.44584435633304,8125329.621503051,equity,2,0
2025-02-28,000001,71.07343381598979,71.309717808934,70.36555846333667,70.7660255554431,695081.0102446611,equity,2,0
2025-03-03,000001,73.9990780273847,74.64525518178922,73.76922822072365,74.32007914886798,5777054.4424505625,equity,2,0
2025-03-04,000001,77.65033175989032,77.73952209764418,77.21044222358844,77.4210053317905,9116430.59107,equity,2,0
2025-03-05,000001,80.38793954106421,80.40036000117655,80.08093143209112,80.21469554605525,5455220.957892423,equity,2,0
2025-03-06,000001,79.2053264493014,79.37938131463443,78.86750310170119,79.07263258538886,4157179.416620044,equity,2,0
2025-03-07,000001,79.3724215657842,79.62284205364142,79.31486067592763,79.4671134409443,6652328.458881968,equity,2,0
2025-03-10,000001,80.34053497754908,80.66660678839622,80.09224619667611,80.36982967811805,2995575.908268137,equity,2,0
2025-03-11,000001,79.83057012701022,80.14404864966106,79.47957601342395,79.81904443114469,4890330.699252277,equity,2,0
2025-03-12,000001,79.87913277034431,80.00862316964967,79.17170154503835,79.49491996601665,6931207.003807502,equity,2,0
2025-03-13,000001,79.8318849912464,80.19797672581144,79.40627256888891,79.78817460138553,4415567.632121632,equity,2,0
2025-03-14,000001,80.02944555258757,80.49022650589222,79.96111687027877,80.29029943363679,4298398.080634452,equity,2,0
2025-03-17,000001,80.79809207060018,81.00535733802079,80.38411986217127,80.65196320967343,7092676.1369705945,equity,2,0
2025-03-18,000001,80.41852965166774,80.59237771476876,79.89375326617032,80.19898397538698,5936348.1884699995,equity,2,0
2025-03-19,000001,80.17336075708332,80.47564127008667,80.06066592158504,80.29280064220501,8729082.396661608,equity,2,0
2025-03-20,000001,80.23902142403895,80.48992229627095,80.1959295404165,80.38581113638888,1850483.6341339815,equity,2,0
2025-03-21,000001,78.45907064140462,78.43013934224501,78.27473543048272,78.33655115049127,7872035.88532985,equity,2,0
2025-03-24,000001,79.31188656839522,79.52478899730998,78.91469615824153,79.17763407590266,6578285.845090114,equity,2,0
2025-03-25,000001,77.83443093369567,78.21990859696044,77.73861625874464,78.03177685934924,378850.196593222,equity,2,0
2025-03-26,000001,77.27119970090396,77.82573685718725,77.07321214180493,77.5493245700166,8829178.658489112,equity,2,0
2025-03-27,000001,76.52137432257774,77.43525743247487,76.13117662042836,76.83887883595233,5000596.018749254,equity,2,0
2025-03-28,000001,77.23742797700046,77.52139576222055,77.1951853047255,77.40611337163563,6935018.158902527,equity,2,0
2025-03-31,000001,77.24038850889181,78.06162050979492,77.17120716157865,77.74456216944523,3925092.2233882435,equity,2,0
2025-04-01,000001,76.08493538337198,76.49361030723631,75.48458012242118,75.94178038730712,9083278.613588516,equity,2,0
2025-04-02,000001,77.79907110494808,78.36757026013184,77.46904020353807,77.97996829410295,6270060.156865718,equity,2,0
2025-04-03,000001,78.14964780992662,78.44818438504981,77.83634118368545,78.12253151304176,6484643.838590523,equity,2,0
2025-04-04,000001,77.64060102272565,77.79670601159435,77.53942220981936,77.66961395398738,5054902.569630421,equity,2,0
2025-04-07,000001,78.38211959902685,78.57159376387871,78.01993381363943,78.27786943118878,5517922.2510002665,equity,2,0
2025-04-08,000001,74.3817839116222,74.7790470648518,74.00171927877392,74.3928883096475,9490575.806374643,equity,2,0
2025-04-09,000001,76.15115958431711,76.9207064274916,75.66838691310969,76.35719377976488,4232076.44293616,equity,2,0
2025-04-10,000001,72.66399862320083,73.08759210787076,72.57821825972192,72.87134431774643,5086743.886437289,equity,2,0
2025-04-11,000001,71.16846708570307,71.29169233479513,70.90757827865617,71.08910067650643,6311267.922371997,equity,2,0
