ts,symbol,open,high,low,close,volume,asset_class,source_count,data_conflict_flag
2024-12-23,000001,46.62396333318993,47.01007380338451,46.60964091738816,46.89068794879806,8082316.842921758,equity,2,0
2024-12-24,000001,48.11586962261795,48.43136886890496,47.67229042082826,48.02322884037598,3937107.4233524874,equity,2,0
2024-12-25,000001,46.29465270757035,46.85842889028801,45.818967738207014,46.34955071707573,3454081.5595092094,equity,2,0
2024-12-26,000001,44.80385104192241,44.91776738635615,44.1746177771278,44.47956519300906,6033473.620943985,equity,2,0
2024-12-27,000001,45.08866250044637,45.806076350506046,44.66514871180716,45.260267315894055,6892620.043770275,equity,2,0
2024-12-30,000001,46.834968895291695,47.092870379678374,46.556583042338076,46.81233875596705,5170253.292300544,equity,2,0
2024-12-31,000001,47.73858402633901,47.96094452785239,47.33881931706148,47.623864480184295,5197566.257034992,equity,2,0
2025-01-01,000001,49.61092479546214,49.99776640127284,49.24533705430701,49.63028056129575,4175135.4619473503,equity,2,0
2025-01-02,000001,49.54561963139264,50.14009319689275,49.38555023135344,49.84307951969715,5327960.753285337,equity,2,0
2025-01-03,000001,47.88306543087364,48.629457915325716,47.611015722832825,48.198998973533364,6824672.276896867,equity,2,0
2025-01-06,000001,50.1362321867645,50.56578717801973,50.09654107269668,50.394713657104774,4327353.573870849,equity,2,0
2025-01-07,000001,52.81613018803185,52.89486518556318,52.38242979595377,52.5658985156126,8963248.639274895,equity,2,0
2025-01-08,000001,52.300419551233716,52.68169328277244,51.937377076480594,52.30574139235164,9044951.952397201,equity,2,0
2025-01-09,000001,52.25699695844678,52.75485934949181,52.1254364014894,52.49071371229738,6014037.247688068,equity,2,0
2025-01-10,000001,53.95488705306113,54.17293219130715,53.67854555529921,53.92955106063915,6816321.404649638,equity,2,0
2025-01-13,000001,53.70490533579696,53.830672145764424,53.15927091694509,53.41742257348487,6334554.187823217,equity,2,0
2025-01-14,000001,51.38058653854844,52.287491542867755,51.518083322221244,52.05599998441553,3277156.3209560467,equity,2,0
2025-01-15,000001,52.66875332388925,53.0061828806101,52.425300054122175,52.730521513682895,5682919.863030463,equity,2,0
2025-01-16,000001,53.24026979266651,53.59808534154959,52.584513857899154,53.024840563638286,9652596.935580749,equity,2,0
2025-01-17,000001,51.6486069274166,51.99656607077294,51.26476796837433,51.62552233938211,4948356.535201218,equity,2,0
2025-01-20,000001,51.92861363083625,52.465060209720804,51.61828765287196,52.089281972677036,3430788.6010637064,equity,2,0
2025-01-21,000001,52.16775871638286,52.37137813119114,51.691364430136275,51.97146111314833,7281859.805712409,equity,2,0
2025-01-22,000001,52.252636966439084,52.647506868629,51.71137191249814,52.14567336189609,8410586.878338337,equity,2,0
2025-01-23,000001,52.76191849600089,53.10861599088628,52.06976575287291,52.53924844233435,4138963.8237691754,equity,2,0
2025-01-24,000001,52.10120610094377,52.39754949254318,51.775280537928026,52.0992780770902,5224701.666555673,equity,2,0
2025-01-27,000001,53.47189432064151,54.03670757344102,53.09480981486615,53.60539325199493,5402220.549242813,equity,2,0
2025-01-28,000001,56.00619204049719,56.13235385736684,56.024655105276416,56.09588488470334,3797494.2150253397,equity,2,0
2025-01-29,000001,55.41784700103703,55.686727675494,54.999808508328904,55.334558916074144,9036245.56987999,equity,2,0
2025-01-30,000001,56.25294162879384,56.778296988047984,55.99685149723698,56.4122816840232,6160499.259917105,equity,2,0
2025-01-31,000001,55.308220479634336,55.33957291802428,54.75853469480593,54.970185711702904,4012115.616312949,equity,2,0
2025-02-03,000001,55.56722035825352,55.78423813119824,55.25267611743794,55.52634111461405,4808073.8584306585,equity,2,0
2025-02-04,000001,55.09049597322297,55.45143431212766,54.698423265688376,55.0850691636487,5873150.022475841,equity,2,0
2025-02-05,000001,54.1658415463324,54.399445892752524,53.71543362542617,54.03267977720925,3965517.433315982,equity,2,0
2025-02-06,000001,55.73510392141585,56.13640644187332,55.3239491442651,55.75248156024267,4873622.763707912,equity,2,0
2025-02-07,000001,54.380406701940544,54.35701068271062,53.71479987329714,53.90916006622012,10296278.426775713,equity,2,0
2025-02-10,000001,53.86124259382234,54.10305272368639,53.01155920084712,53.45695821757403,11981321.575195812,equity,2,0
2025-02-11,000001,53.06770517001975,53.25654339869318,52.926093824294945,53.08835832581874,8272191.764834506,equity,2,0
2025-02-12,000001,51.21470362930159,51.8650398785244,50.943582585167476,51.481525533318674,6114691.748495386,equity,2,0
2025-02-13,000001,53.195129548462,53.42982703671616,52.86008392777477,53.119314049870695,6109559.211365702,equity,2,0
2025-02-14,000001,54.874130348806226,55.12854823465838,54.59932454157517,54.86774170705681,5405131.449906393,equity,2,0
2025-02-17,000001,54.12491447612041,54.3015296609924,53.510937573853354,53.835111385052116,3739417.7899774043,equity,2,0
2025-02-18,000001,55.67963063654646,55.785742131164696,55.23418360258019,55.4625188150078,3845732.547371335,equity,2,0
2025-02-19,000001,57.284584449867324,57.61785618505057,57.17230933568996,57.43046355320479,5041952.076731954,equity,2,0
2025-02-20,000001,58.13097088180217,58.22252524466077,57.894709342871906,58.04016590113355,3419232.748626882,equity,2,0
2025-02-21,000001,58.027201944636246,58.87015001768006,57.61066373440107,58.31142260951427,8757774.51376248,equity,2,0
2025-02-24,000001,58.52088418182606,58.63443675053538,58.27246552723053,58.41929421397382,5801516.6492448095,equity,2,0
2025-02-25,000001,56.10997980224528,56.22058514004401,56.09977636354378,56.16748769199897,4431617.486789204,equity,2,0
2025-02-26,000001,57.49559052439797,57.632073667747775,57.17710714926902,57.369655374651444,2956517.996739692,equity,2,0
