ts,symbol,open,high,low,close,volume,asset_class,source_count,data_conflict_flag
2024-12-18,000001,44.43620819127961,44.58730672935991,44.401027947544605,44.50418383300163,7313489.631683171,equity,2,0
2024-12-19,000001,41.871145266499106,42.35471597955285,41.641894196820076,42.043531618013816,6061719.18003628,equity,2,0
2024-12-20,000001,39.67219081685852,40.114110220736976,39.463848655398486,39.79855547264603,8194915.981237663,equity,2,0
2024-12-23,000001,38.009213391620776,38.49780097209124,37.68527562146967,38.109936739650976,5216230.986187317,equity,2,0
2024-12-24,000001,39.956887017237534,40.444152398663164,39.84081739479697,40.19689202399772,6434603.857360953,equity,2,0
2024-12-25,000001,40.52423418398059,40.975106192985464,39.92328559066787,40.40978007117124,7349082.0371579295,equity,2,0
2024-12-26,000001,39.939379336078545,40.079839140678835,39.71986848240955,39.89036527858145,5634564.749367677,equity,2,0
2024-12-27,000001,39.98679679539943,40.196699273237485,39.84567770275048,40.03410432444537,3917890.3356082933,equity,2,0
2024-12-30,000001,40.289829018009584,40.45171564086418,40.0311431162385,40.22860480417498,4952544.360340001,equity,2,0
2024-12-31,000001,44.06110317580217,44.41328771421907,43.97793354647961,44.225335850652286,7001306.379115023,equity,2,0
2025-01-01,000001,45.406055136261784,46.07480446834326,45.0328607751926,45.59233085852098,7230065.88664259,equity,2,0
2025-01-02,000001,49.06294583323426,49.26207097694176,48.76300445423546,48.99428601510283,5500927.298600685,equity,2,0
2025-01-03,000001,49.64846376188176,50.00533231868931,49.535217799430086,49.79085085511223,5290226.99610821,equity,2,0
2025-01-06,000001,51.01674820100504,51.21782209116658,50.635741330157785,50.870360065557634,8310323.904004899,equity,2,0
2025-01-07,000001,51.481528701553046,51.876488073679695,51.312047807073725,51.64252221023147,3215275.385133648,equity,2,0
2025-01-08,000001,53.732077734657466,54.18233700544765,53.401782327627956,53.81881294465366,10094966.955921644,equity,2,0
2025-01-09,000001,56.033263193568445,56.898640286075974,55.81899379662825,56.456532662674604,8051942.673643934,equity,2,0
