ts,symbol,open,high,low,close,volume,asset_class,source_count,data_conflict_flag
2024-12-20,000001,46.534193251506586,47.25049858481263,46.302206626300574,46.86050886566278,7999308.087143015,equity,2,0
2024-12-23,000001,45.271676340650735,45.567207258326725,44.71268617347007,45.10181650589477,7632371.54232708,equity,2,0
2024-12-24,000001,44.37703055344183,44.94175825816595,44.068271591476204,44.54048189907866,3536232.547829667,equity,2,0
2024-12-25,000001,44.35194197510695,44.75686513722918,43.84116729657761,44.297534073037454,6796789.027022194,equity,2,0
2024-12-26,000001,45.58837284982435,45.82692767835086,45.260178241499574,45.51805969413767,3066703.3888471965,equity,2,0
2024-12-27,000001,43.33998441008561,43.5760630429283,43.244969928763695,43.434127241150605,6559498.542727055,equity,2,0
2024-12-30,000001,47.215336923335705,47.30806684705355,47.00299646939134,47.14367565959941,7187891.706480093,equity,2,0
2024-12-31,000001,45.618571618267524,45.74243305392119,45.587171724467424,45.70169067450891,7291926.803974224,equity,2,0
2025-01-01,000001,47.05969651806964,47.210627520833256,46.70945596528523,46.92718256583266,6738111.685072191,equity,2,0
2025-01-02,000001,47.120983407546476,47.402772739821785,46.81296271483842,47.10645418638172,5050235.842122704,equity,2,0
2025-01-03,000001,45.48763443123817,46.08380061953088,45.2391157577747,45.70789394594934,2701814.575569806,equity,2,0
2025-01-06,000001,45.625031867269065,45.92758322120203,45.100574435541674,45.48044028028334,5111719.090116748,equity,2,0
2025-01-07,000001,49.25182270909244,49.42587313585881,48.87012464417369,49.105862251326585,8257226.368453086,equity,2,0
2025-01-08,000001,52.43586550925053,52.67403177193117,52.33022297109315,52.53637131223657,4614077.138176067,equity,2,0
2025-01-09,000001,50.919278262733386,50.922264635087856,50.4947813875675,50.63608659716171,7994369.2498284215,equity,2,0
2025-01-10,000001,51.14709384078763,51.798132322650545,50.784012635872415,51.36672136926167,8943033.739184946,equity,2,0
2025-01-13,000001,52.56833179252398,52.76517423337437,52.11992687686116,52.407307691765894,5507026.261066746,equity,2,0
2025-01-14,000001,51.10651636625798,51.778956260597695,50.89190623319202,51.428417643934594,3451630.613335115,equity,2,0
2025-01-15,000001,52.101379649130934,52.33514675118951,51.7179682071946,51.99994816760887,7105667.963836405,equity,2,0
2025-01-16,000001,49.10783348257727,49.615557520021824,48.78367420084656,49.248543074203596,7343200.5777970925,equity,2,0
2025-01-17,000001,49.970712410217004,50.39304329061227,49.636473368913286,50.0276885906749,9492837.303430462,equity,2,0
2025-01-20,000001,47.907483792800974,48.05343455484331,47.48855883660963,47.73632321898491,4377060.93859654,equity,2,0
2025-01-21,000001,48.90575239100048,49.5071326488381,49.013196550092516,49.36051307922462,9222877.384088915,equity,2,0
2025-01-22,000001,49.859543970164914,50.01714020836719,49.50402300679929,49.73662873279674,7411859.29042366,equity,2,0
2025-01-23,000001,48.99663471101401,49.54742940813024,48.602872638750156,49.084757471628436,5514570.795893229,equity,2,0
2025-01-24,000001,47.31578673026323,47.55221897325544,46.975932785913116,47.24868283481217,6045544.289963627,equity,2,0
2025-01-27,000001,48.609658004745974,48.8862418669693,48.07864697149259,48.45111686150976,6975529.47539725,equity,2,0
